Disease,City,State,Date,Population_Affected,Number_of_Deaths,Survived,Doctors_Available,Hospitals_Available
Dengue,Shimla,Chandigarh,2020-08-01,3890,236,3654,60,6
Dengue,Shimla,Chandigarh,2020-09-01,2453,130,2323,138,10
Dengue,Shimla,Chandigarh,2020-10-01,2446,7,2439,123,6
Dengue,Shimla,Chandigarh,2020-11-01,3797,18,3779,181,1
Dengue,Shimla,Chandigarh,2020-12-01,3046,156,2890,191,1
Dengue,Shimla,Chandigarh,2021-01-01,1007,37,970,59,7
Dengue,Shimla,Chandigarh,2021-02-01,2162,227,1935,77,7
Dengue,Shimla,Chandigarh,2021-03-01,3484,150,3334,80,4
Dengue,Shimla,Chandigarh,2021-04-01,3282,350,2932,82,3
Dengue,Shimla,Chandigarh,2021-05-01,2949,106,2843,86,7
Dengue,Shimla,Chandigarh,2021-06-01,3850,407,3443,124,8
Dengue,Shimla,Chandigarh,2021-07-01,2112,136,1976,63,7
Dengue,Shimla,Chandigarh,2021-08-01,2837,188,2649,70,2
Dengue,Shimla,Chandigarh,2021-09-01,78,0,78,66,7
Dengue,Shimla,Chandigarh,2021-10-01,1994,133,1861,131,4
Dengue,Shimla,Chandigarh,2021-11-01,3622,359,3263,103,3
Dengue,Shimla,Chandigarh,2021-12-01,2074,95,1979,94,3
Dengue,Shimla,Chandigarh,2022-01-01,1972,79,1893,63,5
Dengue,Shimla,Chandigarh,2022-02-01,1200,51,1149,24,6
Dengue,Shimla,Chandigarh,2022-03-01,3943,383,3560,189,1
Dengue,Shimla,Chandigarh,2022-04-01,3333,249,3084,92,3
Dengue,Shimla,Chandigarh,2022-05-01,3705,341,3364,200,3
Dengue,Shimla,Chandigarh,2022-06-01,282,16,266,146,8
Dengue,Shimla,Chandigarh,2022-07-01,2382,121,2261,199,2
Dengue,Shimla,Chandigarh,2022-08-01,2222,138,2084,157,4
Dengue,Shimla,Chandigarh,2022-09-01,2221,180,2041,114,7
Dengue,Shimla,Chandigarh,2022-10-01,1771,75,1696,76,5
Dengue,Shimla,Chandigarh,2022-11-01,2133,191,1942,56,9
Dengue,Shimla,Chandigarh,2022-12-01,3737,226,3511,163,4
Dengue,Shimla,Chandigarh,2023-01-01,78,0,78,120,10
Dengue,Shimla,Chandigarh,2023-02-01,4982,377,4605,138,10
Dengue,Shimla,Chandigarh,2023-03-01,3246,42,3204,148,6
Dengue,Shimla,Chandigarh,2023-04-01,2541,190,2351,124,6
Dengue,Shimla,Chandigarh,2023-05-01,3814,291,3523,82,6
Dengue,Shimla,Chandigarh,2023-06-01,650,38,612,158,7
Dengue,Shimla,Chandigarh,2023-07-01,1706,112,1594,96,5
Dengue,Shimla,Chandigarh,2023-08-01,2435,199,2236,111,8
Dengue,Shimla,Chandigarh,2023-09-01,4429,157,4272,143,6
Dengue,Shimla,Chandigarh,2023-10-01,2535,185,2350,103,9
Dengue,Shimla,Chandigarh,2023-11-01,3201,268,2933,14,1
Dengue,Shimla,Chandigarh,2023-12-01,1806,182,1624,159,5
Dengue,Shimla,Chandigarh,2024-01-01,3251,58,3193,170,8
Dengue,Shimla,Chandigarh,2024-02-01,4847,300,4547,13,2
Dengue,Shimla,Chandigarh,2024-03-01,3933,86,3847,53,6
Dengue,Shimla,Chandigarh,2024-04-01,2488,51,2437,200,7
Dengue,Shimla,Chandigarh,2024-05-01,3504,212,3292,118,10
Dengue,Shimla,Chandigarh,2024-06-01,3372,176,3196,106,4
Dengue,Shimla,Chandigarh,2024-07-01,3277,273,3004,84,5
Dengue,Shimla,Chandigarh,2024-08-01,4089,163,3926,54,3
Dengue,Shimla,Chandigarh,2024-09-01,4079,188,3891,96,4
Dengue,Shimla,Chandigarh,2024-10-01,2427,136,2291,156,10
Dengue,Shimla,Chandigarh,2024-11-01,3458,86,3372,105,5
Dengue,Shimla,Chandigarh,2024-12-01,2083,60,2023,137,3
Dengue,Shimla,Chandigarh,2025-01-01,1359,112,1247,196,4
Dengue,Shimla,Chandigarh,2025-02-01,2236,76,2160,77,3
Dengue,Shimla,Chandigarh,2025-03-01,2495,210,2285,122,4
Dengue,Shimla,Chandigarh,2025-04-01,368,24,344,157,3
Dengue,Shimla,Chandigarh,2025-05-01,3752,18,3734,59,3
Dengue,Shimla,Chandigarh,2025-06-01,78,0,78,115,1
Dengue,Shimla,Chandigarh,2025-07-01,4989,325,4664,200,5
Dengue,Shimla,Chandigarh,2025-08-01,4612,287,4325,89,2
Dengue,Shimla,Chandigarh,2025-09-01,2247,103,2144,161,8
Dengue,Shimla,Chandigarh,2025-10-01,2610,59,2551,99,4
Dengue,Shimla,Chandigarh,2025-11-01,3004,268,2736,198,6
Dengue,Shimla,Chandigarh,2025-12-01,1807,85,1722,22,6
Dengue,Shimla,Himachal Pradesh,2018-01-01,2856,69,2787,110,1
Dengue,Shimla,Himachal Pradesh,2018-02-01,2404,152,2252,31,4
Dengue,Shimla,Himachal Pradesh,2018-03-01,2471,70,2401,71,10
Dengue,Shimla,Himachal Pradesh,2018-04-01,2841,63,2778,70,3
Dengue,Shimla,Himachal Pradesh,2018-05-01,835,32,803,93,10
Dengue,Shimla,Himachal Pradesh,2018-06-01,2650,81,2569,46,6
Dengue,Shimla,Himachal Pradesh,2018-07-01,2817,66,2751,103,6
Dengue,Shimla,Himachal Pradesh,2018-08-01,2770,203,2567,130,6
Dengue,Shimla,Himachal Pradesh,2018-09-01,2308,107,2201,28,8
Dengue,Shimla,Himachal Pradesh,2018-10-01,4124,356,3768,74,8
Dengue,Shimla,Himachal Pradesh,2018-11-01,2123,53,2070,200,5
Dengue,Shimla,Himachal Pradesh,2018-12-01,2902,0,2902,123,4
Dengue,Shimla,Himachal Pradesh,2019-01-01,4338,235,4103,14,1
Dengue,Shimla,Himachal Pradesh,2019-02-01,2491,259,2232,35,7
Dengue,Shimla,Himachal Pradesh,2019-03-01,2885,189,2696,118,5
Dengue,Shimla,Himachal Pradesh,2019-04-01,2468,354,2114,111,2
Dengue,Shimla,Himachal Pradesh,2019-05-01,4257,254,4003,76,3
Dengue,Shimla,Himachal Pradesh,2019-06-01,2252,128,2124,200,5
Dengue,Shimla,Himachal Pradesh,2019-07-01,4319,0,4319,200,2
Dengue,Shimla,Himachal Pradesh,2019-08-01,2458,153,2305,93,5
Dengue,Shimla,Himachal Pradesh,2019-09-01,1444,79,1365,151,1
Dengue,Shimla,Himachal Pradesh,2019-10-01,3509,134,3375,153,3
Dengue,Shimla,Himachal Pradesh,2019-11-01,2189,100,2089,160,1
Dengue,Shimla,Himachal Pradesh,2019-12-01,3430,164,3266,74,5
Dengue,Shimla,Himachal Pradesh,2020-01-01,78,0,78,200,2
Dengue,Shimla,Himachal Pradesh,2020-02-01,2604,288,2316,103,3
Dengue,Shimla,Himachal Pradesh,2020-03-01,1981,77,1904,128,10
Dengue,Shimla,Himachal Pradesh,2020-04-01,1171,64,1107,106,7
Dengue,Shimla,Himachal Pradesh,2020-05-01,1855,71,1784,99,7
Dengue,Shimla,Himachal Pradesh,2020-06-01,1828,133,1695,120,9
Dengue,Shimla,Himachal Pradesh,2020-07-01,2533,139,2394,46,6
Dengue,Shimla,Himachal Pradesh,2020-08-01,763,31,732,11,1
Dengue,Shimla,Himachal Pradesh,2020-09-01,3022,0,3022,95,1
Dengue,Shimla,Himachal Pradesh,2020-10-01,4430,253,4177,61,1
Dengue,Shimla,Himachal Pradesh,2020-11-01,2974,122,2852,134,5
Dengue,Shimla,Himachal Pradesh,2020-12-01,3683,177,3506,128,2
Dengue,Shimla,Himachal Pradesh,2021-01-01,4066,63,4003,107,3
Dengue,Shimla,Himachal Pradesh,2021-02-01,4256,390,3866,182,4
Dengue,Shimla,Himachal Pradesh,2021-03-01,4989,374,4615,106,3
Dengue,Shimla,Himachal Pradesh,2021-04-01,1928,176,1752,32,5
Dengue,Shimla,Himachal Pradesh,2021-05-01,1634,136,1498,95,4
Dengue,Shimla,Himachal Pradesh,2021-06-01,3648,245,3403,166,4
Dengue,Shimla,Himachal Pradesh,2021-07-01,3548,59,3489,11,1
Dengue,Shimla,Himachal Pradesh,2021-08-01,3638,377,3261,101,6
Dengue,Shimla,Himachal Pradesh,2021-09-01,4989,115,4874,136,10
Dengue,Shimla,Himachal Pradesh,2021-10-01,2613,110,2503,200,6
Dengue,Shimla,Himachal Pradesh,2021-11-01,3169,223,2946,168,10
Dengue,Shimla,Himachal Pradesh,2021-12-01,1282,92,1190,113,3
Dengue,Shimla,Himachal Pradesh,2022-01-01,4989,332,4657,133,4
Dengue,Shimla,Himachal Pradesh,2022-02-01,2146,82,2064,11,5
Dengue,Shimla,Himachal Pradesh,2022-03-01,2184,70,2114,53,4
Dengue,Shimla,Himachal Pradesh,2022-04-01,2132,264,1868,139,8
Dengue,Shimla,Himachal Pradesh,2022-05-01,1732,84,1648,114,1
Dengue,Shimla,Himachal Pradesh,2022-06-01,1619,73,1546,121,3
Dengue,Shimla,Himachal Pradesh,2022-07-01,1895,55,1840,108,10
Dengue,Shimla,Himachal Pradesh,2022-08-01,765,43,722,106,3
Dengue,Shimla,Himachal Pradesh,2022-09-01,1544,86,1458,111,8
Dengue,Shimla,Himachal Pradesh,2022-10-01,4989,247,4742,52,7
Dengue,Shimla,Himachal Pradesh,2022-11-01,3584,219,3365,95,5
Dengue,Shimla,Himachal Pradesh,2022-12-01,3840,389,3451,43,6
Dengue,Shimla,Himachal Pradesh,2023-01-01,4177,136,4041,75,5
Dengue,Shimla,Himachal Pradesh,2023-02-01,4989,256,4733,167,1
Dengue,Shimla,Himachal Pradesh,2023-03-01,221,6,215,97,6
Dengue,Shimla,Himachal Pradesh,2023-04-01,948,55,893,137,3
Dengue,Shimla,Himachal Pradesh,2023-05-01,1519,50,1469,112,1
Dengue,Shimla,Himachal Pradesh,2023-06-01,1967,68,1899,87,6
Dengue,Shimla,Himachal Pradesh,2023-07-01,2194,16,2178,55,6
Dengue,Shimla,Himachal Pradesh,2023-08-01,1998,105,1893,86,8
Dengue,Shimla,Himachal Pradesh,2023-09-01,2892,180,2712,116,4
Dengue,Shimla,Himachal Pradesh,2023-10-01,2645,275,2370,136,7
Dengue,Shimla,Himachal Pradesh,2023-11-01,1628,103,1525,112,5
Dengue,Shimla,Himachal Pradesh,2023-12-01,78,0,78,139,6
Dengue,Shimla,Himachal Pradesh,2024-01-01,1265,13,1252,29,6
Dengue,Shimla,Himachal Pradesh,2024-02-01,1861,27,1834,150,1
Dengue,Shimla,Himachal Pradesh,2024-03-01,2266,28,2238,49,6
Dengue,Shimla,Himachal Pradesh,2024-04-01,1082,113,969,156,5
Dengue,Shimla,Himachal Pradesh,2024-05-01,1939,113,1826,132,4
Dengue,Shimla,Himachal Pradesh,2024-06-01,1080,35,1045,11,5
Dengue,Shimla,Himachal Pradesh,2024-07-01,2429,53,2376,144,10
Dengue,Shimla,Himachal Pradesh,2024-08-01,1158,29,1129,157,1
Dengue,Shimla,Himachal Pradesh,2024-09-01,1459,47,1412,170,4
Dengue,Shimla,Himachal Pradesh,2024-10-01,842,74,768,67,7
Dengue,Shimla,Himachal Pradesh,2024-11-01,2391,117,2274,115,1
Dengue,Shimla,Himachal Pradesh,2024-12-01,1435,11,1424,142,6
Dengue,Shimla,Himachal Pradesh,2025-01-01,3814,442,3372,144,6
Dengue,Shimla,Himachal Pradesh,2025-02-01,3142,53,3089,127,1
Dengue,Shimla,Himachal Pradesh,2025-03-01,2504,82,2422,84,3
Dengue,Shimla,Himachal Pradesh,2025-04-01,1528,134,1394,157,10
Dengue,Shimla,Himachal Pradesh,2025-05-01,3108,193,2915,157,1
Dengue,Shimla,Himachal Pradesh,2025-06-01,3524,128,3396,98,4
Dengue,Shimla,Himachal Pradesh,2025-07-01,2789,39,2750,66,4
Dengue,Shimla,Himachal Pradesh,2025-08-01,4749,104,4645,69,5
Dengue,Shimla,Himachal Pradesh,2025-09-01,3214,76,3138,176,4
Dengue,Shimla,Himachal Pradesh,2025-10-01,3823,192,3631,155,5
Dengue,Shimla,Himachal Pradesh,2025-11-01,2777,154,2623,105,5
Dengue,Shimla,Himachal Pradesh,2025-12-01,3504,160,3344,96,7
Dengue,Shimla,Jammu & Kashmir,2018-01-01,1529,74,1455,16,7
Dengue,Shimla,Jammu & Kashmir,2018-02-01,1982,38,1944,102,6
Dengue,Shimla,Jammu & Kashmir,2018-03-01,3066,179,2887,46,6
Dengue,Shimla,Jammu & Kashmir,2018-04-01,3056,266,2790,114,1
Dengue,Shimla,Jammu & Kashmir,2018-05-01,3278,148,3130,167,5
Dengue,Shimla,Jammu & Kashmir,2018-06-01,4074,182,3892,56,8
Dengue,Shimla,Jammu & Kashmir,2018-07-01,686,36,650,118,1
Dengue,Shimla,Jammu & Kashmir,2018-08-01,1290,106,1184,157,1
Dengue,Shimla,Jammu & Kashmir,2018-09-01,2905,69,2836,117,9
Dengue,Shimla,Jammu & Kashmir,2018-10-01,1626,150,1476,80,1
Dengue,Shimla,Jammu & Kashmir,2018-11-01,4989,310,4679,107,5
Dengue,Shimla,Jammu & Kashmir,2018-12-01,3289,167,3122,155,3
Dengue,Shimla,Jammu & Kashmir,2019-01-01,2492,212,2280,120,9
Dengue,Shimla,Jammu & Kashmir,2019-02-01,1906,29,1877,106,6
Dengue,Shimla,Jammu & Kashmir,2019-03-01,1953,127,1826,165,7
Dengue,Shimla,Jammu & Kashmir,2019-04-01,2638,165,2473,132,5
Dengue,Shimla,Jammu & Kashmir,2019-05-01,2748,62,2686,45,10
Dengue,Shimla,Jammu & Kashmir,2019-06-01,1985,126,1859,138,3
Dengue,Shimla,Jammu & Kashmir,2019-07-01,2231,130,2101,155,6
Dengue,Shimla,Jammu & Kashmir,2019-08-01,4401,197,4204,43,8
Dengue,Shimla,Jammu & Kashmir,2019-09-01,4455,334,4121,11,9
Dengue,Shimla,Jammu & Kashmir,2019-10-01,2936,98,2838,53,4
Dengue,Shimla,Jammu & Kashmir,2019-11-01,798,46,752,101,1
Dengue,Shimla,Jammu & Kashmir,2019-12-01,3320,153,3167,158,4
Dengue,Shimla,Jammu & Kashmir,2020-01-01,4682,150,4532,61,10
Dengue,Shimla,Jammu & Kashmir,2020-02-01,4435,286,4149,134,3
Dengue,Shimla,Jammu & Kashmir,2020-03-01,3583,157,3426,11,6
Dengue,Shimla,Jammu & Kashmir,2020-04-01,4506,32,4474,115,4
Dengue,Shimla,Jammu & Kashmir,2020-05-01,2669,0,2669,85,5
Dengue,Shimla,Jammu & Kashmir,2020-06-01,3440,251,3189,200,9
Dengue,Shimla,Jammu & Kashmir,2020-07-01,1684,24,1660,11,6
Dengue,Shimla,Jammu & Kashmir,2020-08-01,2989,173,2816,105,10
Dengue,Shimla,Jammu & Kashmir,2020-09-01,4381,226,4155,11,8
Dengue,Shimla,Jammu & Kashmir,2020-10-01,1807,71,1736,78,5
Dengue,Shimla,Jammu & Kashmir,2020-11-01,1442,154,1288,20,5
Dengue,Shimla,Jammu & Kashmir,2020-12-01,2728,150,2578,200,6
Dengue,Shimla,Jammu & Kashmir,2021-01-01,2293,165,2128,88,1
Dengue,Shimla,Jammu & Kashmir,2021-02-01,3468,202,3266,95,2
Dengue,Shimla,Jammu & Kashmir,2021-03-01,1989,86,1903,104,7
Dengue,Shimla,Jammu & Kashmir,2021-04-01,4903,242,4661,49,7
Dengue,Shimla,Jammu & Kashmir,2021-05-01,867,80,787,160,1
Dengue,Shimla,Jammu & Kashmir,2021-06-01,4279,349,3930,139,7
Dengue,Shimla,Jammu & Kashmir,2021-07-01,1571,167,1404,153,4
Dengue,Shimla,Jammu & Kashmir,2021-08-01,188,10,178,44,2
Dengue,Shimla,Jammu & Kashmir,2021-09-01,2917,71,2846,164,4
Dengue,Shimla,Jammu & Kashmir,2021-10-01,2256,84,2172,158,7
Dengue,Shimla,Jammu & Kashmir,2021-11-01,1109,17,1092,94,7
Dengue,Shimla,Jammu & Kashmir,2021-12-01,342,24,318,152,6
Dengue,Shimla,Jammu & Kashmir,2022-01-01,2586,85,2501,120,6
Dengue,Shimla,Jammu & Kashmir,2022-02-01,3906,0,3906,25,2
Dengue,Shimla,Jammu & Kashmir,2022-03-01,3382,411,2971,97,6
Dengue,Shimla,Jammu & Kashmir,2022-04-01,2673,89,2584,82,3
Dengue,Shimla,Jammu & Kashmir,2022-05-01,3240,107,3133,111,10
Dengue,Shimla,Jammu & Kashmir,2022-06-01,2561,252,2309,158,4
Dengue,Shimla,Jammu & Kashmir,2022-07-01,679,10,669,23,10
Dengue,Shimla,Jammu & Kashmir,2022-08-01,691,57,634,84,4
Dengue,Shimla,Jammu & Kashmir,2022-09-01,2325,76,2249,64,5
Dengue,Shimla,Jammu & Kashmir,2022-10-01,2382,27,2355,67,4
Dengue,Shimla,Jammu & Kashmir,2022-11-01,3739,372,3367,64,1
Dengue,Shimla,Jammu & Kashmir,2022-12-01,3613,277,3336,110,9
Dengue,Shimla,Jammu & Kashmir,2023-01-01,3409,261,3148,133,5
Dengue,Shimla,Jammu & Kashmir,2023-02-01,2221,134,2087,124,7
Dengue,Shimla,Jammu & Kashmir,2023-03-01,745,50,695,116,10
Dengue,Shimla,Jammu & Kashmir,2023-04-01,3150,44,3106,138,4
Dengue,Shimla,Jammu & Kashmir,2023-05-01,3302,176,3126,200,5
Dengue,Shimla,Jammu & Kashmir,2023-06-01,78,0,78,113,5
Dengue,Shimla,Jammu & Kashmir,2023-07-01,1478,14,1464,158,1
Dengue,Shimla,Jammu & Kashmir,2023-08-01,1670,103,1567,155,1
Dengue,Shimla,Jammu & Kashmir,2023-09-01,2756,230,2526,197,1
Dengue,Shimla,Jammu & Kashmir,2023-10-01,1520,59,1461,135,8
Dengue,Shimla,Jammu & Kashmir,2023-11-01,2546,111,2435,63,4
Dengue,Shimla,Jammu & Kashmir,2023-12-01,2315,39,2276,122,7
Dengue,Shimla,Jammu & Kashmir,2024-01-01,2384,119,2265,119,4
Dengue,Shimla,Jammu & Kashmir,2024-02-01,1636,118,1518,148,1
Dengue,Shimla,Jammu & Kashmir,2024-03-01,1740,127,1613,62,7
Dengue,Shimla,Jammu & Kashmir,2024-04-01,1148,75,1073,171,2
Dengue,Shimla,Jammu & Kashmir,2024-05-01,3107,99,3008,106,7
Dengue,Shimla,Jammu & Kashmir,2024-06-01,3364,104,3260,149,8
Dengue,Shimla,Jammu & Kashmir,2024-07-01,1564,114,1450,122,5
Dengue,Shimla,Jammu & Kashmir,2024-08-01,4637,341,4296,112,6
Dengue,Shimla,Jammu & Kashmir,2024-09-01,2175,98,2077,118,1
Dengue,Shimla,Jammu & Kashmir,2024-10-01,4650,175,4475,140,10
Dengue,Shimla,Jammu & Kashmir,2024-11-01,1736,145,1591,200,6
Dengue,Shimla,Jammu & Kashmir,2024-12-01,78,0,78,11,7
Dengue,Shimla,Jammu & Kashmir,2025-01-01,3137,225,2912,134,8
Dengue,Shimla,Jammu & Kashmir,2025-02-01,2931,135,2796,108,4
Dengue,Shimla,Jammu & Kashmir,2025-03-01,2644,51,2593,97,5
Dengue,Shimla,Jammu & Kashmir,2025-04-01,1736,168,1568,11,8
Dengue,Shimla,Jammu & Kashmir,2025-05-01,2551,136,2415,136,4
Dengue,Shimla,Jammu & Kashmir,2025-06-01,1912,56,1856,100,6
Dengue,Shimla,Jammu & Kashmir,2025-07-01,2192,21,2171,64,6
Dengue,Shimla,Jammu & Kashmir,2025-08-01,3726,46,3680,108,3
Dengue,Shimla,Jammu & Kashmir,2025-09-01,2845,111,2734,91,6
Dengue,Shimla,Jammu & Kashmir,2025-10-01,3416,362,3054,17,1
Dengue,Shimla,Jammu & Kashmir,2025-11-01,2286,75,2211,111,7
Dengue,Shimla,Jammu & Kashmir,2025-12-01,2139,197,1942,136,9
Dengue,Shimla,Haryana,2018-01-01,1050,48,1002,78,7
Dengue,Shimla,Haryana,2018-02-01,2101,32,2069,120,9
Dengue,Shimla,Haryana,2018-03-01,78,0,78,112,3
Dengue,Shimla,Haryana,2018-04-01,1806,23,1783,159,4
Dengue,Shimla,Haryana,2018-05-01,2488,62,2426,101,5
Dengue,Shimla,Haryana,2018-06-01,3354,81,3273,147,5
Dengue,Shimla,Haryana,2018-07-01,2237,0,2237,90,4
Dengue,Shimla,Haryana,2018-08-01,3064,288,2776,200,2
Dengue,Shimla,Haryana,2018-09-01,78,0,78,84,10
Dengue,Shimla,Haryana,2018-10-01,2521,75,2446,71,2
Dengue,Shimla,Haryana,2018-11-01,344,19,325,101,10
Dengue,Shimla,Haryana,2018-12-01,976,25,951,69,6
Dengue,Shimla,Haryana,2019-01-01,2346,0,2346,43,5
Dengue,Shimla,Haryana,2019-02-01,4310,442,3868,143,6
Dengue,Shimla,Haryana,2019-03-01,3095,172,2923,11,9
Dengue,Shimla,Haryana,2019-04-01,2622,86,2536,70,1
Dengue,Shimla,Haryana,2019-05-01,2571,0,2571,38,6
Dengue,Shimla,Haryana,2019-06-01,1640,10,1630,113,5
Dengue,Shimla,Haryana,2019-07-01,1868,183,1685,11,5
Dengue,Shimla,Haryana,2019-08-01,3171,297,2874,134,8
Dengue,Shimla,Haryana,2019-09-01,739,53,686,140,3
Dengue,Shimla,Haryana,2019-10-01,3393,59,3334,23,1
Dengue,Shimla,Haryana,2019-11-01,2076,195,1881,116,1
Dengue,Shimla,Haryana,2019-12-01,3705,234,3471,133,2
Dengue,Shimla,Haryana,2020-01-01,3887,268,3619,154,7
Dengue,Shimla,Haryana,2020-02-01,353,22,331,31,6
Dengue,Shimla,Haryana,2020-03-01,1817,11,1806,24,7
Dengue,Shimla,Haryana,2020-04-01,1450,22,1428,183,3
Dengue,Shimla,Haryana,2020-05-01,166,5,161,64,4
Dengue,Shimla,Haryana,2020-06-01,1212,83,1129,79,10
Dengue,Shimla,Haryana,2020-07-01,4989,49,4940,138,8
Dengue,Shimla,Haryana,2020-08-01,3415,153,3262,47,7
Dengue,Shimla,Haryana,2020-09-01,4989,224,4765,93,1
Dengue,Shimla,Haryana,2020-10-01,3710,271,3439,152,10
Dengue,Shimla,Haryana,2020-11-01,1602,111,1491,34,5
Dengue,Shimla,Haryana,2020-12-01,2085,43,2042,81,5
Dengue,Shimla,Haryana,2021-01-01,3387,312,3075,49,6
Dengue,Shimla,Haryana,2021-02-01,3184,51,3133,67,5
Dengue,Shimla,Haryana,2021-03-01,1823,149,1674,167,4
Dengue,Shimla,Haryana,2021-04-01,572,19,553,178,5
Dengue,Shimla,Haryana,2021-05-01,4989,273,4716,119,7
Dengue,Shimla,Haryana,2021-06-01,2408,136,2272,133,7
Dengue,Shimla,Haryana,2021-07-01,2160,120,2040,132,8
Dengue,Shimla,Haryana,2021-08-01,2749,191,2558,72,2
Dengue,Shimla,Haryana,2021-09-01,2272,139,2133,118,3
Dengue,Shimla,Haryana,2021-10-01,2762,201,2561,40,7
Dengue,Shimla,Haryana,2021-11-01,4324,274,4050,57,1
Dengue,Shimla,Haryana,2021-12-01,2430,32,2398,102,5
Dengue,Shimla,Haryana,2022-01-01,1038,60,978,52,3
Dengue,Shimla,Haryana,2022-02-01,2381,80,2301,41,6
Dengue,Shimla,Haryana,2022-03-01,1974,35,1939,70,2
Dengue,Shimla,Haryana,2022-04-01,4508,187,4321,165,4
Dengue,Shimla,Haryana,2022-05-01,4168,230,3938,186,4
Dengue,Shimla,Haryana,2022-06-01,2742,157,2585,105,6
Dengue,Shimla,Haryana,2022-07-01,882,71,811,136,8
Dengue,Shimla,Haryana,2022-08-01,953,83,870,78,8
Dengue,Shimla,Haryana,2022-09-01,2618,156,2462,11,5
Dengue,Shimla,Haryana,2022-10-01,3049,198,2851,61,2
Dengue,Shimla,Haryana,2022-11-01,2095,110,1985,91,10
Dengue,Shimla,Haryana,2022-12-01,1953,141,1812,113,5
Dengue,Shimla,Haryana,2023-01-01,1802,115,1687,101,6
Dengue,Shimla,Haryana,2023-02-01,2566,124,2442,92,6
Dengue,Shimla,Haryana,2023-03-01,78,0,78,77,6
Dengue,Shimla,Haryana,2023-04-01,1120,38,1082,124,2
Dengue,Shimla,Haryana,2023-05-01,1756,162,1594,37,6
Dengue,Shimla,Haryana,2023-06-01,4217,44,4173,147,10
Dengue,Shimla,Haryana,2023-07-01,1506,111,1395,76,1
Dengue,Shimla,Haryana,2023-08-01,2840,260,2580,200,5
Dengue,Shimla,Haryana,2023-09-01,2901,0,2901,90,2
Dengue,Shimla,Haryana,2023-10-01,4339,234,4105,82,8
Dengue,Shimla,Haryana,2023-11-01,4291,304,3987,78,8
Dengue,Shimla,Haryana,2023-12-01,2520,144,2376,82,4
Dengue,Shimla,Haryana,2024-01-01,1960,119,1841,137,5
Dengue,Shimla,Haryana,2024-02-01,1707,92,1615,104,2
Dengue,Shimla,Haryana,2024-03-01,2274,41,2233,156,1
Dengue,Shimla,Haryana,2024-04-01,2015,239,1776,130,4
Dengue,Shimla,Haryana,2024-05-01,3340,118,3222,108,4
Dengue,Shimla,Haryana,2024-06-01,3161,198,2963,125,5
Dengue,Shimla,Haryana,2024-07-01,3391,105,3286,167,1
Dengue,Shimla,Haryana,2024-08-01,4287,0,4287,140,1
Dengue,Shimla,Haryana,2024-09-01,4989,115,4874,121,1
Dengue,Shimla,Haryana,2024-10-01,2765,21,2744,128,5
Dengue,Shimla,Haryana,2024-11-01,4072,333,3739,47,7
Dengue,Shimla,Haryana,2024-12-01,2126,68,2058,200,1
Dengue,Shimla,Haryana,2025-01-01,4187,147,4040,133,4
Dengue,Shimla,Haryana,2025-02-01,4021,76,3945,138,3
Dengue,Shimla,Haryana,2025-03-01,3950,208,3742,105,10
Dengue,Shimla,Haryana,2025-04-01,2724,79,2645,11,4
Dengue,Shimla,Haryana,2025-05-01,1701,134,1567,93,4
Dengue,Shimla,Haryana,2025-06-01,727,42,685,110,2
Dengue,Shimla,Haryana,2025-07-01,2544,85,2459,64,1
Dengue,Shimla,Haryana,2025-08-01,4654,348,4306,64,7
Dengue,Shimla,Haryana,2025-09-01,2182,109,2073,89,4
Dengue,Shimla,Haryana,2025-10-01,3651,185,3466,146,4
Dengue,Shimla,Haryana,2025-11-01,3730,27,3703,170,5
Dengue,Shimla,Haryana,2025-12-01,2217,106,2111,115,1
Dengue,Manali,Punjab,2018-01-01,4363,259,4104,77,10
Dengue,Manali,Punjab,2018-02-01,78,0,78,88,1
Dengue,Manali,Punjab,2018-03-01,957,26,931,111,10
Dengue,Manali,Punjab,2018-04-01,1369,159,1210,117,5
Dengue,Manali,Punjab,2018-05-01,1498,99,1399,128,4
Dengue,Manali,Punjab,2018-06-01,3049,17,3032,84,7
Dengue,Manali,Punjab,2018-07-01,2986,76,2910,133,4
Dengue,Manali,Punjab,2018-08-01,3126,285,2841,129,8
Dengue,Manali,Punjab,2018-09-01,3397,293,3104,86,6
Dengue,Manali,Punjab,2018-10-01,1323,66,1257,19,7
Dengue,Manali,Punjab,2018-11-01,963,52,911,61,8
Dengue,Manali,Punjab,2018-12-01,3129,50,3079,186,4
Dengue,Manali,Punjab,2019-01-01,1752,155,1597,20,8
Dengue,Manali,Punjab,2019-02-01,491,10,481,173,6
Dengue,Manali,Punjab,2019-03-01,3900,291,3609,18,9
Dengue,Manali,Punjab,2019-04-01,4469,399,4070,67,4
Dengue,Manali,Punjab,2019-05-01,4686,241,4445,87,9
Dengue,Manali,Punjab,2019-06-01,2848,222,2626,197,3
Dengue,Manali,Punjab,2019-07-01,3437,356,3081,108,1
Dengue,Manali,Punjab,2019-08-01,4435,256,4179,95,1
Dengue,Manali,Punjab,2019-09-01,1737,78,1659,59,4
Dengue,Manali,Punjab,2019-10-01,4087,196,3891,133,6
Dengue,Manali,Punjab,2019-11-01,2967,84,2883,80,5
Dengue,Manali,Punjab,2019-12-01,3823,106,3717,95,7
Dengue,Manali,Punjab,2020-01-01,2847,179,2668,88,1
